二码,历史最大遗漏值,当前遗漏值,超过当前遗漏次数,超过最大遗漏次数,上次较大遗漏期数和值,出现次数,遗漏序列
36,100,13,117,0,16145至16217(72期),243,"[3, 15, 1, 27, 2, 5, 3, 24, 7, 19, 3, 18, 17, 12, 9, 9, 8, 62, 34, 8, 11, 10, 8, 10, 7, 1, 6, 4, 6, 19, 40, 19, 3, 13, 15, 72, 35, 17, 57, 16, 3, 12, 24, 2, 5, 2, 39, 25, 19, 18, 9, 13, 30, 33, 1, 31, 5, 17, 21, 44, 5, 11, 29, 3, 1, 2, 30, 10, 3, 44, 8, 72, 30, 19, 15, 29, 17, 38, 17, 20, 26, 13, 2, 8, 6, 11, 15, 18, 17, 1, 1, 30, 20, 13, 34, 1, 32, 11, 3, 10, 15, 14, 11, 18, 2, 6, 4, 3, 1, 10, 14, 4, 16, 41, 4, 1, 2, 21, 6, 5, 5, 15, 67, 7, 23, 4, 2, 31, 3, 16, 38, 4, 54, 7, 37, 33, 3, 6, 6, 25, 35, 18, 25, 21, 29, 13, 55, 36, 4, 2, 5, 12, 19, 32, 5, 44, 1, 3, 22, 100, 5, 12, 18, 60, 22, 9, 16, 67, 53, 1, 20, 35, 4, 14, 25, 8, 30, 6, 10, 14, 63, 54, 10, 46, 28, 9, 9, 58, 60, 64, 14, 2, 9, 32, 3, 5, 26, 22, 11, 27, 9, 23, 10, 28, 27, 1, 49, 8, 6, 6, 5, 4, 27, 13, 3, 32, 57, 49, 56, 2, 20, 100, 52, 28, 28, 5, 10, 20, 7, 15]"
15,97,43,20,0,17244至17315(71期),239,"[22, 36, 3, 5, 41, 15, 5, 17, 32, 18, 17, 52, 14, 46, 40, 39, 5, 24, 38, 21, 43, 23, 52, 9, 6, 36, 8, 26, 2, 34, 4, 40, 15, 16, 7, 31, 26, 29, 20, 5, 18, 31, 1, 5, 5, 2, 20, 6, 24, 26, 56, 19, 19, 39, 17, 12, 29, 15, 7, 18, 14, 13, 5, 45, 4, 13, 5, 34, 16, 37, 39, 17, 1, 2, 7, 3, 14, 15, 5, 14, 11, 7, 71, 7, 3, 20, 9, 2, 25, 37, 12, 7, 24, 1, 1, 30, 8, 3, 2, 1, 44, 33, 17, 3, 11, 40, 25, 35, 14, 17, 3, 6, 7, 3, 1, 9, 5, 3, 35, 23, 14, 25, 18, 21, 11, 4, 21, 6, 10, 33, 17, 21, 10, 3, 1, 32, 8, 45, 67, 25, 20, 1, 9, 29, 41, 1, 60, 69, 32, 11, 15, 5, 14, 8, 55, 64, 6, 4, 19, 16, 18, 17, 1, 17, 68, 6, 7, 1, 7, 7, 36, 5, 8, 19, 6, 13, 4, 3, 16, 55, 21, 18, 14, 97, 8, 54, 15, 26, 27, 46, 32, 15, 12, 26, 28, 1, 14, 41, 1, 6, 22, 7, 28, 11, 59, 6, 13, 13, 5, 3, 38, 31, 38, 21, 31, 2, 4, 20, 1, 8, 28, 49, 29, 4, 10, 5, 21]"
13,97,9,153,0,13268至13358(90期),273,"[24, 5, 6, 10, 24, 21, 31, 18, 32, 15, 18, 90, 1, 37, 12, 40, 17, 3, 4, 18, 7, 4, 1, 4, 7, 13, 47, 12, 19, 10, 15, 4, 7, 20, 9, 7, 1, 5, 14, 30, 25, 9, 17, 22, 6, 11, 16, 5, 8, 3, 7, 4, 2, 5, 39, 2, 46, 15, 31, 8, 21, 22, 9, 64, 10, 1, 19, 38, 18, 6, 18, 4, 8, 1, 35, 6, 20, 9, 4, 2, 7, 24, 13, 9, 9, 13, 6, 10, 20, 19, 5, 32, 6, 6, 3, 18, 19, 6, 4, 2, 14, 20, 11, 13, 16, 8, 16, 1, 15, 2, 6, 11, 19, 12, 20, 23, 4, 1, 31, 13, 21, 9, 46, 2, 14, 7, 17, 31, 3, 6, 15, 1, 12, 9, 22, 9, 4, 23, 1, 26, 27, 21, 6, 2, 3, 13, 5, 14, 6, 20, 5, 21, 12, 5, 3, 10, 32, 2, 2, 52, 10, 1, 6, 15, 17, 80, 27, 7, 49, 32, 46, 19, 4, 12, 8, 11, 20, 6, 18, 4, 12, 46, 4, 17, 5, 34, 10, 65, 24, 97, 11, 41, 27, 10, 28, 26, 33, 7, 2, 13, 5, 1, 17, 59, 7, 4, 6, 32, 1, 43, 7, 19, 25, 12, 3, 27, 6, 12, 13, 50, 8, 13, 51, 10, 18, 7, 43, 18, 6, 44, 26, 5, 40, 72, 3, 43, 53, 26, 5, 1, 8, 10, 2, 20, 31, 9, 53, 26, 10, 11, 22, 23, 16, 4, 62, 6, 12, 32, 15, 2]"
34,96,9,136,0,21008至21083(75期),225,"[11, 7, 64, 3, 2, 13, 23, 12, 51, 2, 15, 16, 35, 3, 23, 5, 14, 57, 31, 6, 5, 36, 7, 2, 41, 3, 14, 4, 21, 69, 61, 10, 37, 3, 8, 49, 23, 49, 7, 34, 38, 7, 16, 11, 7, 2, 15, 1, 10, 13, 16, 11, 18, 7, 9, 5, 8, 4, 5, 9, 19, 36, 11, 4, 54, 6, 5, 5, 3, 13, 8, 22, 52, 3, 20, 31, 29, 49, 8, 25, 2, 47, 14, 6, 5, 34, 9, 73, 25, 23, 4, 15, 18, 19, 2, 13, 10, 59, 25, 13, 3, 15, 5, 16, 6, 26, 32, 43, 15, 36, 2, 13, 41, 1, 28, 9, 38, 21, 8, 3, 14, 22, 20, 7, 16, 2, 4, 2, 68, 52, 19, 11, 27, 2, 5, 58, 8, 54, 26, 4, 25, 41, 1, 75, 38, 5, 9, 14, 14, 17, 16, 15, 4, 37, 3, 32, 13, 26, 12, 2, 16, 96, 51, 30, 25, 11, 45, 2, 44, 26, 38, 2, 15, 96, 28, 13, 1, 4, 2, 5, 25, 11, 44, 9, 35, 8, 18, 17, 13, 68, 9, 6, 22, 12, 4, 13, 66, 9, 45, 21, 46, 2, 8, 21, 33, 24, 28, 30, 31, 27, 1, 5, 53, 1, 48]"
39,94,1,238,0,15111至15197(86期),258,"[21, 3, 4, 19, 11, 7, 8, 2, 5, 2, 27, 9, 1, 10, 3, 33, 12, 14, 4, 14, 3, 58, 13, 35, 1, 2, 13, 15, 14, 34, 18, 1, 19, 10, 31, 38, 8, 6, 9, 3, 20, 3, 13, 36, 49, 36, 6, 3, 2, 31, 1, 22, 86, 12, 43, 15, 7, 5, 14, 1, 18, 14, 18, 10, 59, 16, 16, 11, 20, 12, 3, 37, 3, 1, 40, 21, 19, 8, 19, 18, 4, 2, 10, 50, 4, 10, 14, 12, 13, 5, 6, 52, 10, 9, 2, 14, 9, 4, 2, 28, 27, 32, 21, 20, 3, 11, 14, 5, 32, 23, 6, 3, 28, 8, 5, 20, 14, 8, 7, 18, 20, 32, 9, 9, 13, 30, 15, 8, 22, 8, 6, 8, 29, 58, 10, 69, 11, 13, 4, 9, 45, 26, 65, 44, 5, 4, 15, 9, 6, 11, 14, 9, 6, 7, 23, 31, 15, 37, 6, 1, 59, 27, 36, 7, 23, 29, 19, 1, 35, 15, 6, 5, 7, 7, 1, 6, 2, 6, 59, 6, 20, 29, 4, 3, 66, 4, 11, 10, 42, 3, 2, 19, 7, 16, 17, 8, 24, 2, 24, 35, 6, 3, 16, 19, 9, 28, 42, 51, 8, 2, 19, 62, 10, 32, 14, 17, 2, 1, 63, 17, 15, 3, 26, 1, 32, 1, 13, 5, 20, 25, 11, 35, 7, 17, 2, 39, 53, 44, 2, 27, 32, 3, 35, 94, 12, 5, 43, 10, 19, 37]"
78,93,22,63,0,21215至21307(92期),291,"[14, 29, 23, 9, 41, 20, 31, 3, 22, 23, 19, 3, 8, 11, 5, 19, 18, 17, 19, 36, 13, 8, 7, 2, 6, 8, 14, 20, 3, 55, 4, 9, 1, 11, 2, 11, 6, 21, 9, 2, 1, 49, 5, 3, 21, 5, 8, 11, 15, 7, 2, 8, 15, 19, 2, 25, 1, 7, 31, 16, 5, 3, 12, 52, 38, 17, 12, 58, 30, 16, 14, 22, 22, 21, 4, 10, 34, 4, 14, 26, 42, 9, 9, 9, 12, 24, 3, 45, 16, 16, 40, 19, 1, 7, 14, 5, 15, 7, 29, 2, 21, 37, 3, 34, 25, 3, 23, 13, 28, 38, 24, 4, 38, 11, 18, 19, 6, 1, 1, 2, 16, 1, 14, 10, 55, 4, 11, 1, 5, 7, 26, 4, 2, 20, 1, 11, 20, 14, 5, 1, 14, 1, 31, 5, 5, 11, 6, 29, 16, 6, 2, 2, 19, 16, 5, 6, 47, 17, 29, 22, 17, 4, 26, 6, 10, 23, 1, 16, 21, 22, 40, 1, 12, 26, 5, 15, 33, 4, 2, 24, 9, 27, 20, 13, 9, 65, 16, 8, 7, 3, 1, 9, 6, 25, 92, 10, 2, 19, 65, 6, 7, 8, 16, 49, 3, 5, 22, 12, 27, 4, 8, 13, 8, 70, 24, 3, 4, 4, 14, 21, 12, 58, 64, 5, 61, 1, 14, 13, 93, 27, 9, 30, 3, 1, 17, 23, 22, 2, 20, 10, 2, 2, 27, 29, 11, 4, 9, 7, 8, 3, 10, 15, 1, 69, 4, 13, 20, 5, 9, 8, 1, 24, 50, 6, 10, 6, 7, 27, 17, 4]"
37,92,17,94,0,19138至19214(76期),262,"[11, 4, 31, 11, 26, 10, 2, 10, 23, 6, 25, 15, 1, 12, 32, 9, 11, 72, 16, 18, 24, 24, 24, 28, 8, 42, 45, 13, 3, 22, 18, 6, 12, 4, 4, 10, 8, 26, 36, 42, 21, 16, 6, 7, 58, 56, 20, 31, 30, 15, 37, 29, 12, 3, 13, 14, 14, 4, 14, 6, 6, 6, 8, 8, 33, 7, 10, 14, 1, 4, 30, 18, 2, 19, 3, 19, 27, 6, 6, 22, 30, 7, 40, 22, 13, 5, 4, 4, 12, 29, 20, 7, 20, 3, 11, 23, 18, 11, 13, 29, 34, 4, 19, 21, 9, 2, 23, 56, 7, 6, 12, 2, 10, 15, 6, 20, 14, 1, 5, 13, 53, 37, 13, 37, 5, 14, 57, 7, 76, 8, 2, 15, 73, 9, 62, 12, 18, 10, 70, 10, 16, 47, 15, 3, 15, 37, 29, 5, 14, 36, 3, 9, 10, 22, 54, 21, 11, 6, 10, 28, 17, 2, 7, 8, 1, 9, 65, 6, 2, 34, 7, 11, 8, 10, 13, 49, 28, 12, 21, 17, 5, 1, 4, 2, 22, 4, 24, 14, 31, 7, 5, 4, 4, 23, 25, 4, 16, 13, 31, 12, 5, 2, 30, 13, 15, 5, 15, 15, 49, 37, 27, 28, 9, 13, 49, 43, 3, 7, 29, 25, 34, 10, 10, 34, 9, 4, 31, 12, 13, 7, 12, 19, 1, 22, 5, 36, 15, 92, 18, 9, 20, 1, 10, 2, 5]"
09,92,14,117,0,19093至19169(76期),256,"[4, 20, 24, 25, 2, 1, 14, 10, 67, 6, 3, 21, 6, 12, 48, 4, 19, 28, 9, 58, 1, 7, 18, 4, 57, 26, 26, 25, 65, 15, 14, 19, 35, 6, 15, 20, 7, 16, 17, 38, 4, 21, 36, 7, 19, 39, 6, 23, 31, 21, 17, 8, 16, 53, 11, 17, 6, 11, 40, 11, 24, 39, 1, 7, 9, 2, 20, 3, 8, 43, 21, 10, 17, 13, 92, 5, 27, 17, 2, 22, 21, 7, 3, 3, 8, 1, 48, 11, 9, 18, 2, 4, 16, 7, 4, 20, 20, 43, 43, 3, 3, 15, 58, 17, 16, 29, 17, 58, 7, 75, 76, 3, 15, 1, 46, 19, 1, 18, 17, 3, 8, 2, 45, 18, 5, 19, 7, 12, 19, 18, 19, 74, 4, 18, 19, 26, 8, 11, 2, 14, 37, 47, 9, 13, 5, 5, 6, 9, 2, 44, 21, 11, 47, 20, 19, 10, 16, 15, 2, 7, 72, 9, 11, 9, 15, 1, 7, 10, 43, 1, 5, 8, 8, 9, 53, 7, 7, 33, 1, 34, 9, 17, 14, 32, 7, 2, 2, 10, 28, 8, 11, 24, 8, 16, 11, 3, 12, 34, 2, 14, 2, 4, 8, 15, 15, 28, 11, 27, 3, 7, 40, 10, 14, 31, 15, 9, 40, 16, 4, 17, 5, 48, 28, 11, 7, 15, 5, 9, 8, 4, 4, 12, 4, 7, 58, 45, 20, 14, 27, 8, 59, 16, 8, 1]"
27,91,23,59,0,16240至16326(86期),258,"[16, 28, 27, 3, 22, 12, 48, 17, 15, 36, 10, 34, 5, 21, 19, 5, 12, 8, 3, 9, 91, 32, 2, 16, 23, 23, 60, 20, 19, 1, 12, 5, 11, 13, 23, 34, 27, 5, 3, 10, 8, 57, 17, 9, 34, 58, 16, 3, 75, 22, 12, 20, 7, 11, 33, 12, 51, 24, 86, 2, 17, 3, 51, 51, 16, 23, 19, 21, 20, 1, 7, 21, 20, 14, 18, 13, 14, 10, 10, 14, 3, 10, 26, 10, 19, 47, 58, 29, 91, 22, 7, 18, 24, 62, 1, 18, 21, 7, 46, 69, 37, 28, 14, 4, 4, 25, 27, 13, 14, 47, 31, 19, 32, 9, 18, 44, 4, 7, 28, 4, 31, 3, 37, 2, 6, 12, 9, 3, 8, 5, 9, 10, 14, 5, 6, 9, 3, 4, 10, 24, 3, 29, 12, 21, 17, 16, 20, 9, 1, 39, 16, 6, 4, 12, 6, 11, 25, 21, 10, 39, 13, 4, 3, 21, 35, 6, 10, 19, 1, 25, 41, 17, 19, 11, 6, 11, 11, 39, 4, 2, 17, 22, 7, 7, 1, 19, 12, 7, 11, 19, 51, 10, 29, 16, 14, 26, 7, 33, 15, 13, 4, 1, 21, 16, 4, 6, 13, 9, 18, 6, 41, 5, 33, 3, 11, 21, 16, 4, 10, 7, 7, 36, 20, 1, 11, 4, 7, 5, 8, 19, 17, 14, 30, 7, 15, 1, 26, 25, 22, 13, 1, 2, 6]"
49,88,25,55,0,21331至22063(83期),266,"[23, 4, 3, 12, 20, 21, 1, 26, 10, 7, 4, 4, 38, 25, 2, 15, 10, 36, 27, 67, 8, 20, 9, 12, 6, 13, 4, 47, 47, 4, 6, 26, 6, 4, 12, 1, 15, 56, 1, 33, 2, 6, 5, 81, 73, 16, 43, 64, 37, 2, 29, 3, 33, 19, 6, 14, 14, 22, 8, 15, 2, 7, 19, 1, 2, 73, 8, 5, 19, 30, 30, 18, 23, 4, 18, 19, 6, 9, 88, 1, 28, 18, 3, 26, 23, 38, 22, 27, 9, 40, 4, 13, 41, 15, 17, 12, 10, 7, 33, 10, 7, 5, 23, 11, 23, 3, 6, 57, 14, 4, 23, 21, 7, 4, 2, 4, 55, 10, 29, 8, 23, 19, 11, 12, 26, 5, 1, 24, 13, 18, 6, 4, 32, 12, 10, 6, 8, 41, 4, 25, 8, 6, 35, 7, 33, 6, 4, 35, 12, 12, 9, 30, 4, 19, 20, 1, 5, 4, 17, 1, 4, 28, 25, 14, 1, 2, 8, 4, 6, 46, 82, 18, 2, 83, 68, 1, 4, 5, 24, 23, 47, 18, 17, 16, 11, 4, 2, 51, 32, 9, 6, 8, 25, 12, 11, 15, 20, 4, 24, 1, 3, 24, 4, 1, 19, 15, 1, 16, 4, 47, 36, 19, 4, 2, 10, 4, 1, 2, 23, 15, 31, 4, 30, 12, 3, 13, 7, 1, 17, 19, 15, 1, 4, 22, 14, 21, 21, 17, 12, 9, 21, 28, 27, 48, 40, 3, 11, 3, 42, 16, 12]"
46,86,34,37,0,16209至16293(84期),249,"[19, 2, 5, 13, 12, 4, 21, 24, 7, 50, 2, 27, 19, 24, 11, 2, 33, 3, 6, 64, 39, 23, 21, 3, 33, 3, 72, 5, 24, 1, 20, 8, 3, 26, 41, 4, 31, 2, 8, 41, 25, 20, 10, 31, 3, 1, 16, 15, 6, 40, 13, 4, 7, 31, 3, 8, 14, 16, 6, 5, 46, 32, 12, 35, 21, 9, 6, 3, 24, 84, 10, 18, 27, 3, 31, 40, 25, 4, 1, 6, 11, 1, 46, 55, 27, 30, 14, 10, 14, 36, 58, 36, 28, 17, 15, 7, 20, 9, 8, 63, 10, 7, 19, 48, 36, 56, 1, 12, 1, 1, 15, 31, 36, 24, 1, 53, 47, 31, 17, 25, 3, 30, 12, 7, 2, 18, 35, 18, 6, 14, 6, 3, 3, 35, 3, 8, 86, 7, 33, 14, 8, 33, 3, 11, 15, 48, 2, 54, 16, 4, 16, 3, 25, 1, 12, 31, 31, 52, 10, 33, 6, 61, 12, 18, 3, 5, 49, 28, 24, 7, 67, 38, 12, 1, 23, 63, 18, 7, 15, 7, 4, 7, 2, 3, 2, 22, 1, 31, 8, 13, 12, 14, 40, 3, 15, 23, 14, 13, 1, 13, 22, 4, 19, 4, 11, 3, 22, 12, 32, 38, 38, 12, 15, 10, 15, 26, 8, 2, 13, 23, 3, 1, 15, 6, 6, 12, 5, 26, 18, 6, 19, 29, 7, 3, 7, 11]"
67,84,7,162,0,13145至13227(81期),247,"[32, 5, 25, 8, 12, 81, 57, 9, 22, 14, 3, 7, 6, 53, 24, 29, 28, 6, 8, 31, 14, 3, 4, 10, 3, 16, 2, 9, 27, 1, 3, 25, 5, 47, 15, 10, 52, 1, 6, 12, 46, 5, 57, 8, 3, 9, 24, 21, 23, 1, 36, 80, 27, 8, 23, 22, 50, 24, 11, 74, 11, 24, 20, 13, 9, 18, 11, 27, 15, 20, 24, 14, 7, 12, 50, 9, 17, 32, 25, 5, 4, 9, 11, 7, 4, 20, 9, 19, 30, 12, 45, 8, 5, 11, 10, 7, 25, 1, 27, 84, 13, 9, 2, 19, 11, 41, 24, 3, 37, 13, 15, 3, 34, 60, 1, 21, 2, 50, 7, 31, 12, 13, 30, 2, 27, 7, 1, 24, 17, 13, 2, 27, 2, 6, 42, 12, 18, 4, 26, 3, 2, 5, 2, 1, 57, 2, 26, 1, 3, 13, 18, 4, 13, 24, 24, 19, 38, 26, 37, 37, 29, 13, 52, 20, 6, 45, 11, 29, 2, 23, 77, 52, 2, 65, 3, 5, 17, 35, 3, 18, 61, 11, 46, 1, 29, 17, 4, 10, 23, 15, 5, 40, 16, 8, 42, 49, 2, 4, 2, 7, 1, 17, 14, 9, 11, 24, 17, 65, 41, 5, 28, 19, 23, 3, 15, 11, 5, 30, 1, 16, 4, 8, 1, 13, 1, 4, 24, 39, 19, 1, 1, 10, 28]"
08,84,3,201,0,17155至17233(78期),252,"[9, 4, 15, 40, 8, 14, 10, 22, 17, 84, 7, 10, 17, 4, 36, 7, 8, 2, 24, 62, 2, 2, 1, 11, 32, 9, 5, 32, 2, 10, 2, 1, 41, 18, 14, 55, 44, 1, 5, 62, 40, 4, 6, 12, 12, 38, 21, 27, 5, 13, 15, 18, 1, 14, 34, 15, 29, 10, 3, 61, 5, 20, 4, 3, 18, 10, 17, 7, 22, 2, 5, 37, 5, 27, 18, 51, 7, 21, 29, 9, 61, 18, 78, 8, 36, 2, 3, 37, 40, 40, 9, 38, 64, 2, 4, 10, 30, 5, 1, 3, 1, 12, 47, 8, 18, 12, 3, 31, 22, 3, 2, 29, 55, 1, 24, 14, 24, 10, 20, 27, 10, 2, 51, 18, 14, 5, 18, 4, 19, 1, 3, 14, 2, 25, 33, 15, 17, 7, 4, 15, 16, 23, 7, 39, 1, 31, 21, 13, 3, 15, 1, 31, 39, 56, 2, 9, 8, 41, 28, 9, 57, 56, 11, 26, 6, 8, 15, 35, 16, 13, 16, 15, 18, 9, 5, 27, 23, 22, 19, 19, 35, 28, 10, 15, 19, 22, 12, 5, 14, 7, 2, 17, 33, 36, 14, 23, 8, 28, 2, 23, 9, 14, 3, 10, 24, 13, 25, 23, 38, 11, 21, 7, 44, 11, 32, 28, 41, 12, 2, 5, 6, 29, 2, 8, 18, 12, 16, 62, 69, 10, 7, 3, 31, 8, 14, 21, 6]"
19,80,71,4,0,21121至21199(78期),243,"[30, 16, 19, 21, 23, 7, 4, 19, 28, 40, 3, 1, 7, 11, 10, 26, 1, 22, 49, 8, 3, 41, 15, 4, 2, 9, 4, 23, 28, 22, 24, 4, 22, 20, 6, 24, 26, 43, 17, 7, 26, 20, 18, 20, 17, 1, 31, 30, 14, 5, 8, 2, 43, 25, 7, 18, 12, 5, 14, 57, 9, 8, 2, 8, 4, 8, 8, 8, 9, 9, 38, 9, 1, 16, 58, 8, 32, 19, 39, 12, 55, 41, 38, 13, 7, 10, 10, 36, 1, 2, 10, 6, 6, 8, 12, 18, 6, 49, 14, 14, 33, 10, 21, 4, 47, 66, 37, 46, 49, 30, 38, 30, 20, 15, 34, 5, 6, 11, 39, 36, 33, 44, 5, 9, 11, 10, 14, 5, 18, 2, 3, 5, 5, 28, 74, 4, 17, 24, 26, 14, 3, 13, 6, 30, 27, 16, 67, 3, 18, 7, 10, 5, 9, 2, 2, 78, 13, 22, 18, 12, 17, 28, 44, 19, 47, 1, 8, 24, 6, 2, 19, 6, 72, 5, 3, 3, 18, 3, 45, 22, 1, 22, 10, 1, 56, 36, 13, 8, 1, 15, 15, 17, 30, 27, 11, 12, 4, 11, 2, 80, 48, 27, 10, 14, 3, 2, 13, 24, 3, 20, 20, 20, 29, 8, 6, 19, 9, 8, 10, 1, 49, 47, 19, 1, 4, 41, 3, 19, 12, 7, 19, 8, 7, 4, 40, 21]"
89,72,38,18,0,24295至25006(63期),290,"[55, 10, 1, 12, 13, 10, 23, 5, 3, 3, 46, 36, 8, 5, 3, 1, 5, 11, 7, 15, 36, 23, 6, 24, 3, 3, 15, 49, 15, 11, 2, 17, 2, 4, 28, 7, 13, 19, 30, 20, 31, 36, 30, 19, 4, 28, 21, 6, 29, 8, 26, 3, 3, 9, 22, 10, 16, 6, 7, 2, 5, 25, 12, 20, 33, 7, 4, 30, 32, 4, 1, 16, 9, 43, 8, 26, 2, 13, 13, 15, 19, 2, 13, 30, 16, 2, 60, 40, 18, 21, 28, 16, 3, 4, 29, 5, 33, 34, 15, 9, 25, 17, 23, 38, 3, 10, 19, 7, 3, 3, 9, 10, 17, 40, 1, 1, 5, 23, 7, 3, 15, 26, 12, 42, 11, 3, 15, 12, 5, 3, 33, 1, 4, 3, 16, 6, 42, 25, 26, 4, 1, 13, 33, 9, 16, 18, 30, 12, 4, 41, 3, 36, 1, 3, 72, 35, 16, 8, 12, 10, 9, 47, 2, 38, 3, 5, 13, 10, 16, 7, 4, 24, 29, 9, 31, 14, 1, 3, 18, 13, 4, 18, 21, 1, 23, 15, 10, 4, 9, 15, 8, 11, 31, 10, 35, 27, 29, 10, 6, 44, 20, 18, 38, 22, 3, 8, 1, 22, 34, 16, 7, 31, 1, 26, 2, 4, 16, 27, 4, 8, 20, 30, 33, 27, 4, 5, 16, 6, 6, 5, 13, 3, 15, 34, 7, 26, 4, 15, 2, 50, 5, 26, 31, 9, 46, 6, 3, 52, 6, 7, 6, 6, 22, 25, 2, 12, 5, 63, 30, 14, 6, 3, 7, 5, 42, 5, 18, 26, 9, 24, 4, 5]"
